id,degree,Y,catVar
137,300,0,a
138,6,0,b
139,6,1,c
140,10,0,a
141,15,1,d
142,120,0,b
143,5,0,a
144,10,1,d
145,1,0,b
146,20,0,a
147,2,0,b
148,30,0,a
149,2,0,b
150,15,0,b
151,35,0,a
152,15,1,c
153,2,0,b
154,60,0,b
155,30,0,b
156,1,1,c
157,30,0,b
158,3,0,b
159,4,0,b
160,80,1,d
161,14,0,b
162,2,1,d
163,16,0,b
164,4,1,d
165,10,0,b
166,20,1,d
167,13,0,b
168,10,0,a
169,140,0,b
170,50,0,b
171,20,0,b
172,75,0,b
173,2,1,c
174,70,0,b
175,3,0,b
176,30,1,d
177,7,1,d
178,1,0,b
179,50,0,b
180,30,1,d
181,20,0,b
182,20,0,a
183,7,0,b
184,1,0,b
185,3,0,b
186,20,0,a
187,10,1,c
188,12,0,b
189,80,0,b
190,10,0,b
191,4,0,a
192,30,0,a
193,100,0,b
194,4,0,b
195,2,0,b
196,50,1,c
197,26,0,b
198,25,0,b
199,20,0,b
200,70,0,b
201,30,0,b
202,7,0,b
203,10,1,d
204,8,0,a
205,30,1,d
206,30,0,b
207,10,0,b
208,50,0,a
209,2,0,a
210,15,0,b
211,50,0,a
212,2,0,b
213,3,0,a
214,2,0,b
215,20,0,b
216,50,1,d
217,2,0,b
218,1,1,d
219,1,0,b
220,40,0,b
221,10,0,b
222,5,1,d
223,50,0,b
224,3,0,b
225,8,0,a
226,50,1,d
227,12,0,b
228,40,0,b
229,6,0,b
230,27,0,b
231,60,0,b
232,17,0,b
233,3,0,b
234,3,0,b
235,150,1,d
236,3,0,b
237,20,0,b
238,100,0,b
239,1,0,b
240,10,1,d
241,60,0,a
242,10,1,d
243,10,0,b
244,8,1,c
245,5,0,b
246,5,0,b
247,2,0,b
248,15,0,a
249,6,0,b
250,3,0,a
251,10,0,b
252,25,0,b
253,8,1,d
254,8,0,b
255,40,0,b
256,3,0,b
257,3,1,c
258,5,0,b
259,4,0,a
260,4,0,a
261,10,0,a
262,1,0,a
263,20,0,b
264,1,0,b
265,40,0,b
266,1,0,b
267,1,1,d
268,4,1,d
269,50,0,a
270,2,0,b
271,4,0,b
272,40,0,b
273,10,0,b
274,10,0,a
275,30,0,b
276,5,0,b
277,60,0,a
278,7,1,d
279,5,0,b
280,3,0,b
281,5,1,c
282,15,1,d
283,3,0,a
284,500,0,b
285,200,1,d
286,2,0,b
287,4,0,b
288,20,1,d
289,18,0,b
290,70,0,a
291,2,1,d
292,8,0,b
293,20,0,a
294,3,1,d
295,200,0,a
296,6,0,b
297,2,0,a
298,7,0,b
299,15,1,c
300,6,0,b
301,3,0,b
302,1,0,a
303,8,0,a
304,30,1,d
305,20,0,b
306,30,0,b
307,6,0,b
308,2,0,b
309,50,0,b
310,400,0,b
311,1,1,c
312,500,0,b
313,10,0,b
314,2,0,b
315,10,1,c
316,50,0,b
317,4,0,b
318,30,0,b
319,14,0,b
320,8,0,b
321,3,0,a
322,150,1,c
323,4,0,b
324,15,0,b
325,2,0,b
326,200,0,a
327,300,1,c
328,4,0,b
329,15,0,b
330,20,0,b
331,2,0,b
332,5,0,a
333,7,1,d
334,10,0,b
335,10,0,a
336,250,0,a
337,10,0,b
338,13,0,b
339,20,0,b
340,6,1,d
341,8,0,b
342,30,0,b
343,6,0,b
344,50,0,b
345,100,1,d
346,4,0,b
347,1,1,d
348,2,0,a
349,6,0,b
350,40,0,a
351,11,1,d
352,60,1,d
353,2,0,b
354,2,0,b
355,20,0,b
356,10,0,b
357,20,0,b
358,50,1,c
359,10,1,d
360,5,0,b
361,6,0,a
362,2,0,b
363,6,0,b
364,2,1,d
365,15,0,b
366,3,1,d
367,15,0,b
368,200,0,a
369,30,0,b
370,12,0,b
371,4,0,a
372,8,1,c
373,10,1,d
374,27,0,b
375,15,0,b
376,1,1,d
377,60,0,a
378,1,1,d
379,5,1,c
380,20,0,b
381,1,1,d
382,1,0,b
383,5,0,a
384,150,0,b
385,25,0,b
386,12,0,b
387,12,0,b
388,100,0,b
389,7,0,b
390,15,0,b
391,4,0,b
392,4,0,a
393,40,0,b
394,3,0,b
395,120,1,d
396,100,1,c
397,16,1,d
398,500,0,b
399,2,0,b
400,5,0,b
401,5,1,d
402,30,0,b
403,150,1,d
404,40,0,a
405,2,0,b
406,20,0,a
407,5,0,b
408,1,0,b
409,20,0,a
410,500,0,b
411,35,1,d
412,10,0,b
413,17,0,a
414,4,0,a
415,25,0,b
416,15,1,c
417,1,0,b
418,12,0,a
419,5,0,b
420,10,1,c
421,10,0,b
422,40,0,b
423,1,0,b
424,1,0,a
425,50,0,b
426,20,0,b
427,10,0,b
428,3,1,d
429,3,0,b
430,30,0,b
431,2,0,b
432,30,0,a
433,12,0,b
434,3,1,d
435,100,0,b
436,2,0,b
437,50,0,b
438,6,0,b
439,10,0,b
440,150,1,c
441,10,0,a
442,3,0,b
443,10,0,b
444,14,1,d
445,4,0,b
446,5,0,a
447,1,0,a
448,15,0,a
449,100,0,a
450,75,0,a
451,3,0,b
452,10,1,d
453,20,0,b
454,17,0,b
455,85,0,b
456,6,0,b
457,10,0,b
458,12,0,b
459,15,1,d
460,20,0,a
461,10,0,a
462,15,0,b
463,4,1,c
464,15,0,a
465,1,0,b
466,100,0,a
467,6,0,b
468,30,0,b
469,20,1,d
470,135,0,b
471,20,0,b
472,7,0,b
473,50,0,b
474,100,0,b
475,5,0,b
476,20,0,b
477,50,0,a
478,300,0,b
479,50,0,b
480,10,1,d
481,4,1,d
482,5,1,d
483,500,0,a
484,3,0,b
485,60,0,b
486,20,0,b
487,13,1,d
488,5,0,b
489,1,0,a
490,200,0,b
491,75,0,a
492,2,0,b
493,80,0,b
494,2,1,c
495,50,0,b
496,10,0,b
497,30,0,a
498,12,0,b
499,12,1,d
500,20,0,b
501,10,1,d
502,30,0,b
503,1,1,d
504,180,0,b
505,15,0,b
506,3,0,b
507,45,0,b
508,7,0,b
509,20,0,b
510,3,0,a
511,8,0,b
512,30,1,d
513,10,0,a
514,10,1,d
515,12,0,b
516,50,0,b
517,100,0,b
518,7,0,b
519,200,0,b
520,5,0,b
521,20,0,a
522,50,0,a
523,30,1,d
524,2,0,b
525,30,0,b
526,40,0,a
527,1,0,b
528,10,1,d
529,13,0,a
530,70,0,a
531,10,0,b
532,90,0,b
533,15,1,d
534,15,0,b
535,22,0,a
536,6,0,a
537,2,0,a
538,1,0,b
539,20,0,a
540,75,0,a
541,10,0,b
542,120,0,b
543,20,0,a
544,15,1,d
545,10,0,b
546,3,0,a
547,11,0,b
548,30,0,b
549,10,0,a
550,5,1,d
551,2,1,c
552,14,0,b
553,30,0,b
554,200,0,b
555,30,0,b
556,50,0,b
557,40,0,b
558,5,0,a
559,8,0,a
560,150,1,d
561,65,0,b
562,15,0,b
563,3,0,b
564,26,1,d
565,190,0,b
566,7,0,a
567,10,0,b
568,90,1,c
569,5,0,a
570,30,0,b
571,20,1,d
572,50,0,b
573,10,0,b
574,8,0,b
575,30,0,b
576,20,0,b
577,10,0,b
578,20,0,a
579,15,1,c
580,40,1,d
581,5,1,d
582,25,0,a
583,10,1,d
584,5,0,a
585,10,0,b
586,1,0,b
587,15,1,d
588,11,0,b
589,1,0,b
590,4,0,b
591,10,0,b
592,3,1,d
593,6,0,b
594,40,0,b
595,5,0,b
596,4,0,b
597,5,0,b
598,3,0,a
599,15,0,b
600,8,1,d
601,1,0,b
602,10,0,a
603,1,0,b
604,1,0,b
605,150,1,d
606,5,0,b
607,500,0,b
608,10,0,b
609,70,1,d
610,100,1,d
611,100,1,d
612,20,0,a
613,5,0,b
614,2,1,d
615,150,0,b
616,60,0,b
617,450,1,d
618,5,0,b
619,5,1,d
620,6,0,b
621,100,1,c
622,5,1,d
623,4,0,b
624,3,0,b
625,20,0,b
626,6,1,d
627,30,1,d
628,20,0,b
629,4,0,b
630,10,0,a
631,5,0,b
632,10,0,b
633,20,0,a
634,80,0,b
635,40,0,b
636,3,0,a
637,8,0,a
638,4,0,b
639,36,0,b
640,17,0,b
641,2,0,b
642,20,0,b
643,3,0,b
644,35,0,b
645,5,0,b
646,30,1,d
647,15,0,b
648,15,0,a
649,20,1,d
650,15,0,b
651,2,0,b
652,9,0,b
653,4,0,a
654,20,1,c
655,20,0,b
656,40,0,a
657,20,0,b
658,12,1,c
659,17,0,b
660,7,1,c
661,4,1,d
662,9,0,b
663,1,0,a
664,2,0,b
665,20,0,b
666,70,0,a
667,30,0,b
668,3,0,b
669,50,1,c
670,30,0,b
671,10,0,b
672,10,0,b
673,5,0,b
674,10,0,a
675,15,0,a
676,25,0,b
677,15,0,a
678,5,0,b
679,8,0,b
680,100,1,d
681,35,0,b
682,50,0,b
683,2,0,b
684,25,1,d
685,130,0,b
686,20,0,b
687,1,1,d
688,40,1,d
689,20,0,b
690,20,0,b
691,8,1,d
692,30,0,b
693,6,0,b
694,7,0,b
695,10,0,b
696,15,0,b
697,1,0,b
698,30,0,a
699,30,0,a
700,3,0,a
701,3,0,b
702,30,1,d
703,70,0,b
704,1,0,b
705,7,0,b
706,100,0,a
707,1,0,b
708,15,1,d
709,3,0,b
710,4,0,b
711,7,0,b
712,14,0,a
713,25,0,b
714,10,0,b
715,7,0,b
716,5,0,a
717,20,0,a
718,1,1,d
719,15,1,d
720,1,1,c
721,2,0,b
722,50,0,a
723,5,0,a
724,6,0,b
725,5,0,a
726,3,0,a
727,30,0,b
728,16,1,d
729,4,0,b
730,5,0,a
731,15,0,b
732,120,0,a
733,8,0,b
734,20,0,a
735,50,0,a
736,90,0,a
737,8,0,b
738,15,1,c
739,15,0,b
740,100,0,a
741,1,1,c
742,6,0,a
743,25,1,c
744,25,0,b
745,200,0,b
746,20,1,d
747,2,0,a
748,60,1,d
749,4,1,d
750,5,1,d
751,20,0,b
752,135,0,b
753,50,1,c
754,2,0,b
755,15,0,b
756,26,0,b
757,3,0,b
758,12,0,b
759,2,0,b
760,3,1,c
761,20,1,d
762,300,0,a
763,3,1,d
764,50,1,c
765,15,0,a
766,100,0,b
767,100,1,d
768,12,1,d
769,3,0,b
770,2,0,b
771,1,0,b
772,5,0,b
773,6,0,a
774,10,1,c
775,45,0,a
776,3,0,b
777,50,0,a
778,2,0,a
779,1,0,a
780,30,0,a
781,15,0,b
782,100,1,d
783,10,0,a
784,1,1,c
785,6,0,b
786,8,0,a
787,40,0,b
788,70,0,b
789,2,0,b
790,10,1,d
791,15,1,d
792,6,0,a
793,1,0,b
794,2,0,a
795,1,0,b
796,5,1,d
797,100,0,b
798,5,0,b
799,15,1,c
800,1,1,d
801,30,0,b
802,3,0,b
803,8,0,b
804,1,0,b
805,40,0,a
806,20,0,a
807,50,0,b
808,10,0,a
809,4,0,a
810,5,0,a
811,75,0,b
812,50,1,c
813,8,0,a
814,1,1,d
815,3,1,d
816,15,1,c
817,30,0,b
818,8,1,d
819,15,0,b
820,30,0,b
821,150,0,a
822,4,0,b
823,15,0,b
824,1,0,b
825,10,0,b
826,7,1,d
827,100,1,d
828,3,1,d
829,15,0,b
830,6,0,b
831,3,0,b
832,1,0,b
833,2,0,b
834,20,0,b
835,5,0,a
836,7,0,a
837,5,0,b
838,25,0,b
839,8,1,d
840,12,1,d
841,150,0,b
842,12,0,b
843,4,0,a
844,500,1,d
845,7,0,a
846,4,1,d
847,1,0,b
848,5,0,b
849,20,0,a
850,98,1,d
851,2,0,b
852,3,0,a
853,7,0,a
854,230,0,b
855,80,0,b
856,1,0,b
857,3,1,d
858,50,1,d
859,20,0,a
860,2,1,d
861,3,0,b
862,20,0,a
863,15,0,b
864,14,0,a
865,5,0,b
866,100,0,b
867,70,1,d
868,6,0,b
869,25,1,d
870,30,0,b
871,10,0,a
872,10,1,c
873,90,0,b
874,20,1,c
875,15,1,d
876,25,0,b
877,3,1,d
878,1,0,b
879,50,0,a
880,10,0,a
881,35,1,d
882,20,0,b
883,75,0,b
884,200,1,d
885,1,0,b
886,3,0,b
887,12,0,a
888,30,0,a
889,10,0,b
890,15,0,b
891,10,0,b
892,15,0,b
893,2,0,b
894,30,0,b
895,50,0,b
896,5,0,a
897,2,0,a
898,20,0,b
899,10,0,b
900,10,1,d
901,12,0,a
902,50,1,d
903,20,1,d
904,10,1,c
905,5,0,a
906,2,1,c
907,15,0,b
908,15,0,b
909,3,0,a
910,1,0,b
911,4,1,d
912,20,0,b
913,3,0,b
914,25,0,a
915,40,0,b
916,20,0,b
917,20,0,b
918,3,0,b
919,2,0,b
920,10,0,b
921,25,0,a
922,7,1,d
923,100,0,b
924,8,1,d
925,3,0,a
926,1,0,b
927,7,0,b
928,1,0,b
929,85,0,b
930,10,0,b
931,18,0,b
932,15,1,d
933,10,0,b
934,4,0,b
935,200,0,a
936,12,0,b
937,20,0,b
938,1,0,b
939,20,0,b
940,2,0,b
941,2,0,b
942,22,0,a
943,50,0,b
944,200,0,b
945,400,1,d
946,4,0,a
947,40,0,b
948,24,0,b
949,2,0,b
950,5,1,d
951,7,0,a
952,100,1,d
953,6,0,b
954,60,0,a
955,4,0,b
956,15,1,d
957,3,0,b
958,30,0,b
959,15,0,a
960,2,0,b
961,10,1,d
962,2,0,b
963,10,0,b
964,2,1,c
965,15,0,b
966,1,0,b
967,3,0,b
968,15,1,d
969,4,1,d
970,50,0,b
971,10,0,a
972,10,0,b
973,5,0,b
974,25,0,b
975,20,0,a
976,10,0,b
977,1,0,b
978,30,0,b
979,2,0,b
980,30,1,d
981,260,0,a
982,2,0,b
983,7,0,b
984,2,0,b
985,15,1,c
986,200,0,a
987,50,0,b
988,25,0,a
989,10,0,b
990,20,0,b
991,2,0,b
992,2,0,b
993,15,0,b
994,5,0,a
995,4,0,b
996,20,0,b
997,50,1,c
998,10,0,a
999,150,0,b
1000,20,0,b
1001,8,0,a
1002,2,0,a
1003,20,0,b
1004,100,0,b
1005,5,0,a
1006,10,0,b
1007,23,0,b
1008,4,0,b
1009,20,0,b
1010,10,0,b
1011,2,0,b
1012,6,0,b
1013,8,1,d
1014,10,0,b
1015,10,0,b
1016,8,0,b
1017,8,1,d
1018,2,0,a
1019,25,0,a
1020,10,0,b
1021,15,1,d
1022,12,1,c
1023,6,1,d
1024,20,0,b
1025,40,0,b
1026,4,1,c
1027,30,1,d
1028,4,0,b
1029,7,0,b
1030,1,0,b
1031,1,0,b
1032,100,0,b
1033,60,0,b
1034,18,1,d
1035,30,0,b
1036,20,0,b
1037,15,0,b
1038,80,0,b
1039,23,0,b
1040,8,1,c
1041,15,1,d
1042,10,0,b
1043,10,0,b
1044,50,0,b
1045,25,0,a
1046,100,0,a
1047,30,0,a
1048,10,1,c
1049,25,0,b
1050,2,0,a
1051,30,1,c
1052,10,1,c
1053,30,0,b
1054,21,0,b
1055,100,0,b
1056,20,0,b
1057,100,0,b
1058,10,0,b
1059,50,0,b
1060,10,0,a
1061,4,0,a
1062,2,0,b
1063,4,0,b
1064,2,0,b
1065,10,0,b
1066,140,0,a
1067,20,0,b
1068,25,0,a
1069,6,0,a
1070,200,0,b
1071,3,0,b
1072,20,1,d
1073,12,0,a
1074,40,0,b
1075,1,0,b
1076,100,1,d
1077,10,0,b
1078,30,0,a
1079,2,1,d
1080,10,0,b
1081,80,0,b
1082,2,0,a
1083,12,1,d
1084,1,0,b
1085,40,0,b
1086,15,0,b
1087,3,0,a
1088,15,0,b
1089,7,0,b
1090,2,0,a
1091,100,1,c
1092,78,0,b
1093,1,0,b
1094,100,1,d
1095,30,0,b
1096,10,0,b
1097,50,1,d
1098,12,0,b
1099,7,0,a
1100,2,0,b
1101,20,0,a
1102,20,0,b
1103,3,0,b
1104,5,0,b
1105,20,0,b
1106,5,0,b
1107,5,0,b
1108,50,0,b
1109,6,0,b
1110,4,0,a
1111,5,0,b
1112,10,0,b
1113,30,0,b
1114,5,0,b
1115,100,1,d
1116,12,0,a
1117,20,0,a
1118,20,0,b
1119,25,0,a
1120,3,0,b
1121,15,0,b
1122,3,0,b
1123,8,0,b
1124,2,0,b
1125,1,0,b
1126,3,0,b
1127,7,1,c
1128,6,0,b
1129,3,0,b
1130,4,1,d
1131,5,1,d
1132,2,0,a
1133,30,0,b
1134,20,0,b
1135,20,0,b
1136,10,0,b
1137,10,0,b
1138,2,0,a
1139,3,0,b
1140,20,0,a
1141,3,0,a
1142,15,0,b
1143,15,0,a
1144,2,1,d
1145,200,1,c
1146,150,0,b
1147,30,0,b
1148,120,0,b
1149,2,0,b
1150,2,0,b
1151,350,0,b
1152,1,0,b
1153,17,0,a
1154,1,0,a
1155,4,1,d
1156,5,0,b
1157,2,0,b
1158,4,1,d
1159,20,0,a
1160,5,1,d
1161,2,0,b
1162,250,0,b
1163,20,0,b
1164,20,0,a
1165,20,0,b
1166,300,0,b
1167,25,1,d
1168,9,0,b
1169,5,1,d
1170,20,1,d
1171,1,0,a
1172,50,0,b
1173,30,0,b
1174,2,0,a
1175,50,0,b
1176,15,0,b
1177,7,0,a
1178,25,0,a
1179,2,1,c
1180,1,0,b
1181,10,0,a
1182,25,0,b
1183,4,0,b
1184,2,0,b
1185,2,0,b
1186,7,0,b
1187,6,0,a
1188,10,0,b
1189,20,0,b
1190,17,0,b
1191,8,0,b
1192,3,1,c
1193,1,0,b
1194,10,0,b
1195,1,0,b
1196,20,0,b
1197,3,1,d
1198,10,0,b
1199,12,0,b
1200,3,0,b
1201,30,1,c
1202,8,0,b
1203,75,0,b
1204,40,0,b
1205,2,0,b
1206,25,0,b
1207,12,0,a
1208,5,1,d
1209,1,0,b
1210,2,0,b
1211,5,0,a
1212,15,0,a
1213,20,0,b
1214,10,0,b
1215,6,1,d
1216,30,1,d
1217,100,0,b
1218,4,1,c
1219,20,0,b
1220,1,1,c
1221,25,0,b
1222,3,0,b
1223,200,0,b
1224,1,0,b
1225,10,1,c
1226,1,0,b
1227,1,0,b
1228,20,0,a
1229,30,0,a
1230,15,0,a
1231,50,0,b
1232,60,1,c
1233,10,1,c
1234,10,0,b
1235,180,0,b
1236,400,0,a
1237,150,0,b
1238,15,0,b
1239,4,0,b
1240,5,0,b
1241,30,0,b
1242,4,0,b
1243,4,0,b
1244,120,0,b
1245,1,0,b
1246,38,0,b
1247,1,0,b
1248,5,0,b
1249,20,0,b
1250,5,0,b
1251,110,0,a
1252,4,1,d
1253,200,0,b
1254,2,0,b
1255,100,0,b
1256,10,0,a
1257,50,1,d
1258,20,1,c
1259,30,0,a
1260,70,0,b
1261,10,0,b
1262,10,0,b
1263,6,0,b
1264,10,0,a
1265,20,0,b
1266,5,0,b
1267,9,0,a
1268,10,0,b
1269,3,0,a
1270,25,0,b
1271,6,0,b
1272,5,0,b
1273,10,0,b
1274,12,0,b
1275,4,0,b
1276,150,0,b
1277,6,0,b
1278,3,0,b
1279,25,1,d
1280,75,1,d
1281,2,0,b
1282,3,1,d
1283,10,0,b
1284,15,1,d
1285,2,1,d
1286,1,0,b
1287,7,1,d
1288,5,0,b
1289,3,0,b
1290,30,1,d
1291,12,0,b
1292,3,0,b
1293,14,1,d
1294,20,0,b
1295,15,0,b
1296,120,0,b
1297,2,1,d
1298,22,0,b
1299,12,0,a
1300,2,0,b
1301,10,0,b
1302,60,1,d
1303,1,0,b
1304,40,1,c
1305,100,1,c
1306,5,1,d
1307,15,1,d
1308,60,0,b
1309,30,0,b
1310,40,0,b
1311,50,1,d
1312,80,0,b
1313,3,0,b
1314,38,0,a
1315,25,1,d
1316,2,0,b
1317,3,0,b
1318,2,0,a
1319,30,1,c
1320,20,0,b
1321,15,0,b
1322,20,0,b
1323,100,1,c
1324,12,1,c
1325,11,0,b
1326,2,0,b
1327,20,0,b
1328,10,0,a
1329,3,0,b
1330,6,0,a
1331,50,0,b
1332,6,0,b
1333,9,0,b
1334,1,0,b
1335,5,0,b
1336,15,1,c
1337,25,0,b
1338,15,0,a
1339,40,0,a
1340,3,0,a
1341,10,0,a
1342,4,0,b
1343,25,0,b
1344,150,0,b
1345,10,0,b
1346,10,0,b
1347,2,0,b
1348,20,0,b
1349,5,0,b
1350,5,0,b
1351,15,0,a
1352,15,0,b
1353,4,0,a
1354,150,1,d
1355,1,0,b
1356,10,1,d
1357,130,0,b
1358,5,0,b
1359,6,0,b
1360,30,0,b
1361,20,0,b
1362,10,0,b
1363,75,0,b
1364,2,0,a
1365,30,0,b
1366,20,1,c
1367,6,0,a
1368,50,0,b
1369,2,0,a
1370,25,1,d
1371,16,0,a
1372,12,0,b
1373,20,0,b
1374,100,0,b
1375,2,1,d
1376,15,1,d
1377,25,1,d
1378,30,0,b
1379,5,1,c
1380,45,1,d
1381,40,0,b
1382,20,0,b
1383,40,1,d
1384,30,0,b
1385,20,0,a
1386,30,0,b
1387,7,0,a
1388,10,0,b
1389,15,0,a
1390,57,0,b
1391,2,1,d
1392,20,0,b
1393,11,0,b
1394,3,0,b
1395,1,0,b
1396,25,0,b
1397,1,0,a
1398,3,1,d
1399,10,0,b
1400,20,0,b
1401,100,0,a
1402,2,0,a
1403,12,1,c
1404,3,0,b
1405,100,0,b
1406,6,1,c
1407,1,1,d
1408,70,1,d
1409,10,1,d
1410,50,0,b
1411,5,1,d
1412,1,0,b
1413,2,1,d
1414,1,0,a
1415,10,1,c
1416,50,0,b
1417,6,1,d
1418,5,0,b
1419,20,0,b
1420,3,0,a
1421,10,0,b
1422,12,1,d
1423,2,0,b
1424,3,0,b
1425,2,0,b
1426,4,0,b
1427,6,0,b
1428,8,0,b
1429,10,0,b
1430,8,0,b
1431,1,0,b
1432,100,0,b
1433,10,0,b
1434,50,0,b
1435,200,0,b
1436,50,0,b
1437,30,0,b
1438,56,0,a
1439,5,0,b
1440,2,0,b
1441,25,0,b
1442,40,0,b
1443,3,0,b
1444,85,0,b
1445,36,1,d
1446,6,0,b
1447,4,0,a
1448,80,0,b
1449,1,0,b
1450,15,0,b
1451,2,0,b
1452,4,0,a
1453,4,1,d
1454,6,0,b
1455,25,1,d
1456,1,0,b
1457,15,0,b
1458,1,0,b
1459,4,0,b
1460,200,0,a
1461,25,0,b
1462,30,1,d
1463,60,0,b
1464,8,0,a
1465,20,1,d
1466,10,1,c
1467,50,1,d
1468,11,1,d
1469,1,0,a
1470,7,0,b
1471,15,1,c
1472,7,0,b
1473,3,0,b
1474,15,1,d
1475,1,0,b
1476,20,0,a
1477,2,0,a
1478,100,0,b
1479,1,0,b
1480,2,0,b
1481,80,0,b
1482,60,1,d
1483,5,0,b
1484,35,0,b
1485,15,1,c
1486,6,0,b
1487,50,0,b
1488,5,0,a
1489,20,1,d
1490,25,0,b
1491,10,0,b
1492,2,0,a
1493,380,0,b
1494,10,0,b
1495,85,0,b
1496,120,0,a
1497,2,0,b
1498,10,0,a
1499,1,0,b
1500,1,0,b
1501,3,0,b
1502,10,0,b
1503,30,0,b
1504,2,0,b
1505,3,0,b
1506,50,0,b
1507,5,0,b
1508,1,0,b
1509,20,0,b
1510,4,1,d
1511,10,0,b
1512,3,0,b
1513,15,0,b
1514,6,0,a
1515,9,0,b
1516,10,0,b
1517,6,0,b
1518,20,0,b
1519,30,1,d
1520,4,0,b
1521,4,0,b
1522,20,0,b
1523,12,0,b
1524,12,0,b
1525,5,0,b
1526,5,1,d
1527,10,0,b
1528,10,0,b
1529,5,0,b
1530,20,0,a
1531,85,0,a
1532,30,0,a
1533,2,0,b
1534,75,0,a
1535,2,0,b
1536,25,0,a
1537,50,0,b
1538,40,0,b
1539,3,1,d
1540,120,0,b
1541,13,0,a
1542,8,0,b
1543,2,0,b
1544,10,1,c
1545,5,0,a
1546,20,0,b
1547,3,0,b
1548,1,0,b
1549,2,1,d
1550,30,0,b
1551,5,0,a
1552,100,0,a
1553,50,0,b
1554,20,1,d
1555,15,0,b
1556,6,0,a
1557,25,0,b
1558,25,0,a
1559,7,0,b
1560,1,0,b
1561,2,0,b
1562,15,0,b
1563,4,0,b
1564,30,1,d
1565,10,0,a
1566,150,0,a
1567,4,1,d
1568,20,0,b
1569,2,1,d
1570,15,0,b
1571,20,1,c
1572,6,0,a
1573,3,0,b
1574,6,0,b
1575,16,0,b
1576,5,0,b
1577,1,0,b
1578,50,1,d
1579,40,0,b
1580,3,0,b
1581,3,0,b
1582,2,0,b
1583,9,0,b
1584,30,0,a
1585,5,0,b
1586,4,0,b
1587,2,0,b
1588,1,0,b
1589,100,0,b
1590,20,0,b
1591,30,0,a
1592,20,0,b
1593,2,0,b
1594,150,1,d
1595,20,0,b
1596,24,0,a
1597,8,0,b
1598,50,0,b
1599,10,1,c
1600,60,0,b
1601,2,0,b
1602,12,0,b
1603,60,0,a
1604,1,0,b
1605,4,1,d
1606,200,0,a
1607,20,0,b
1608,40,0,b
1609,1,0,b
1610,4,0,b
1611,1,0,b
1612,40,0,b
1613,100,0,a
1614,1,0,b
1615,5,0,b
1616,1,1,d
1617,3,0,b
1618,6,0,a
1619,40,0,b
1620,6,0,b
1621,12,0,b
1622,1,0,b
1623,6,0,b
1624,3,0,b
1625,10,0,a
1626,2,0,b
1627,3,0,b
1628,1,0,b
1629,20,0,b
1630,4,0,a
1631,10,1,d
1632,500,0,a
1633,12,0,b
1634,5,1,c
1635,2,0,b
1636,5,0,b
1637,1000,0,a
1638,10,0,b
1639,5,0,b
1640,3,0,b
1641,1,1,d
1642,30,0,b
1643,25,0,b
1644,20,1,c
1645,10,0,b
1646,20,1,d
1647,10,0,a
1648,150,1,d
1649,1,0,a
1650,14,1,c
1651,4,0,a
1652,1,0,b
1653,10,1,c
1654,15,0,a
1655,2,0,b
1656,10,0,b
1657,4,0,b
1658,1,0,b
1659,50,1,c
1660,10,0,a
1661,20,0,b
1662,10,1,d
1663,150,1,c
